Date,Variable,Device,Latitude,Longitude,Value
2022-04-26 23:00:00,temperature,Budd Island North,-35.698588,150.168668,19.62
2022-04-26 22:00:00,temperature,Budd Island North,-35.698588,150.168668,19.73
2022-04-26 21:00:00,temperature,Budd Island North,-35.698588,150.168668,19.9
2022-04-26 20:00:00,temperature,Budd Island North,-35.698588,150.168668,19.93
2022-04-26 19:00:00,temperature,Budd Island North,-35.698588,150.168668,19.97
2022-04-26 18:00:00,temperature,Budd Island North,-35.698588,150.168668,20.45
2022-04-26 17:00:00,temperature,Budd Island North,-35.698588,150.168668,20.52
2022-04-26 16:00:00,temperature,Budd Island North,-35.698588,150.168668,20.39
2022-04-26 15:00:00,temperature,Budd Island North,-35.698588,150.168668,20.05
2022-04-26 14:00:00,temperature,Budd Island North,-35.698588,150.168668,20.25
2022-04-26 13:00:00,temperature,Budd Island North,-35.698588,150.168668,19.94
2022-04-26 12:00:00,temperature,Budd Island North,-35.698588,150.168668,19.66
2022-04-26 11:00:00,temperature,Budd Island North,-35.698588,150.168668,19.52
2022-04-26 10:00:00,temperature,Budd Island North,-35.698588,150.168668,19.41
2022-04-26 09:00:00,temperature,Budd Island North,-35.698588,150.168668,19.35
2022-04-26 08:00:00,temperature,Budd Island North,-35.698588,150.168668,19.22
